0.2109518291;0.1666257440 0.1388087649 0.1548105231 0.1696273280 0.1136915390 0.3014605221 0.3254975662 0.2530342382 0.1646620603 0.3143737194 0.1291863280 0.1937151493 0.0120148890 0.0301748014 0.3660006228 0.3997176855 0.0866963790 0.1376535592 0.2415548095 0.0802551327 0.1420036264 0.0697826925 0.0178405951 0.1364250434 0.0291680259 0.3659918389 0.2368309535 0.2166819405 0.1999198211 0.0828845868 0.1592159153 0.1036787550 0.3615560768 0.3584380705 0.0737315921 0.2105763861 0.2622574184 0.2672767353 0.1079882254 0.1381146185 0.2926954660 0.1819747481 0.2867798546 0.2216166835 0.0069793174 0.0689759953 0.3228691473 0.1863795134 0.0849614807 0.0842196913
0.0964386024;0.1985750977 0.0891068119 0.2783478924 0.2344413720 0.3158603507 0.3386302478 0.2730593755 0.3357903035 0.3815890737 0.2962578166 0.0479515076 0.1170797928 0.3171992761 0.2395971280 0.3108469355 0.1526983835 0.2177140014 0.0082566279 0.1108941699 0.3904778170 0.0793078823 0.3693555315 0.3051164262 0.1775215232 0.1723259591 0.0058986747 0.1030611345 0.3819574758 0.0980650276 0.3445959436 0.1243055098 0.0761680062 0.1237116254 0.2279205658 0.2399962311 0.2323351836 0.3761832998 0.0650250841 0.2957692492 0.2767218213 0.3532466747 0.0461043341 0.3388768725 0.0927951212 0.1486154714 0.2191683812 0.3227144332 0.1671670440 0.3592320312 0.3223094204
0.2505748783;0.0775137853 0.3305190721 0.2087473936 0.2939504584 0.1578659580 0.2464416035 0.3253299313 0.1627204328 0.2786644201 0.3305222656 0.0840482623 0.2715779642 0.0337855075 0.1681554061 0.3255218435 0.1216621169 0.2335134557 0.1170680846 0.1148420696 0.3814124326 0.0897215846 0.3693775841 0.1160813399 0.2344657976 0.2257784307 0.2100180008 0.0176331009 0.1872793381 0.2755372076 0.3398171520 0.0988765165 0.1643967968 0.1850266250 0.0151996941 0.0709238581 0.3742288785 0.0829758608 0.1710172044 0.2998750446 0.0371575830 0.3663561341 0.2718626073 0.0102924676 0.1376693111 0.2670514106 0.3823694720 0.1228782345 0.2823378838 0.3260238260 0.0606532411
0.1346540707;0.0709954949 0.3139495755 0.0523285787 0.2617580632 0.0192494711 0.2060566438 0.0484238919 0.0623727739 0.0243154954 0.0165543534 0.2896346294 0.2564627981 0.2176976324 0.3114878068 0.0867627501 0.1874576386 0.0197125849 0.1516987005 0.0476591661 0.2688525462 0.0937841497 0.2504689715 0.3962407292 0.1951491927 0.0588281881 0.2759588916 0.0965664806 0.1821000906 0.0433727003 0.2323695864 0.1134365818 0.1188827917 0.1502870065 0.3907355249 0.3361623030 0.3871540341 0.0713987697 0.0794839178 0.0789889886 0.2598376708 0.3723940516 0.1645662290 0.0885852615 0.2912416889 0.0382105620 0.1018168003 0.2313805672 0.3983645910 0.3619651991 0.0473744701
0.2321905597;0.2749509144 0.3601050298 0.0223188306 0.1960140110 0.3607758978 0.3914127714 0.2405105223 0.0141301550 0.3167165580 0.0139215897 0.1953852818 0.3066045343 0.1782225205 0.2338361219 0.1846804305 0.3246129845 0.2417507583 0.2370033456 0.1450564482 0.2768211916 0.2267060169 0.1971150622 0.0217160788 0.3924860965 0.3181185295 0.3147336688 0.0485960372 0.1194869715 0.0295263435 0.3293864965 0.3350602466 0.2864685660 0.2980278697 0.1054062409 0.0311904905 0.3516382709 0.1756455926 0.1052322405 0.3519822896 0.1244427196 0.0242219580 0.0294677589 0.3313414019 0.1943379933 0.1875527584 0.1628053206 0.2531244624 0.1977563535 0.3133155643 0.2982894438
0.3386221275;0.0939195238 0.1315212579 0.3667441285 0.1396821428 0.1616544901 0.3714510556 0.1296912456 0.0186889880 0.0895713783 0.0154346284 0.1588821634 0.3202171392 0.2046431370 0.3319000231 0.0199142879 0.0145908466 0.1557725657 0.2660381772 0.1318728549 0.1172687269 0.1589275159 0.2485613277 0.3650861876 0.3930488594 0.0575260072 0.2679798629 0.3428069137 0.2294191397 0.2703430851 0.0134586940 0.3865684204 0.1681994441 0.2574050032 0.3569886458 0.0480443691 0.0268553251 0.2425099136 0.2165022424 0.3781671915 0.1279477895 0.1909291937 0.1266383951 0.0683621644 0.0702951322 0.1047851222 0.3068037732 0.1463588664 0.1963037316 0.1595180750 0.0852373167
0.3356200422;0.3983082334 0.2550365797 0.3724762624 0.3729173353 0.1281849711 0.3577217070 0.3250177437 0.1507829680 0.0902601893 0.0366599901 0.1759586953 0.0414755409 0.3670811801 0.2129307318 0.1129365705 0.1878195841 0.1984171993 0.2848510239 0.2432314191 0.0348463669 0.2919397418 0.2088678848 0.1143232874 0.2222097657 0.2951318201 0.0738397325 0.3182132580 0.1066981686 0.3514935331 0.3910784246 0.3474828154 0.2774279865 0.0655414962 0.0630960902 0.0753975029 0.0748053534 0.0059105439 0.3036027651 0.1617067938 0.0293509430 0.1768746200 0.2058274676 0.2825911982 0.3219253695 0.3784429115 0.2616967278 0.1220503232 0.3416125767 0.3413904209 0.1355108939
0.2289092252;0.1554426140 0.1289951448 0.0782461916 0.1103250586 0.2165124549 0.2514160482 0.3786660691 0.2267481441 0.2926837473 0.2992446531 0.3045480925 0.2492741245 0.1091157114 0.3345526924 0.0117526788 0.1463349972 0.1099837214 0.3258160279 0.0651741302 0.3922424007 0.3646669319 0.2324962135 0.0098651722 0.0832149383 0.1817219125 0.2877399804 0.0993171374 0.0160437804 0.1775914408 0.2405048900 0.3699974757 0.1462463725 0.0989525599 0.3986192955 0.0452771993 0.2843701675 0.1849578684 0.3653263312 0.2810639056 0.3984925326 0.2492551327 0.3778365055 0.2351332779 0.2004242572 0.0804397805 0.2850783160 0.0254685112 0.0176628385 0.1410065648 0.3226775026
0.1973091609;0.2509834752 0.1990321129 0.1847365619 0.3205067832 0.2246956090 0.2739032898 0.3333922602 0.0001027092 0.3595983039 0.1283181656 0.3709037956 0.1508225675 0.1597078818 0.2582579908 0.2048627533 0.1072575522 0.1558289338 0.0707745296 0.2321839014 0.0001587893 0.1300821813 0.3581537727 0.3389005947 0.1056067210 0.0372583871 0.3496223222 0.0078724292 0.2323138614 0.0958882925 0.2100937501 0.2093487577 0.1251097609 0.2739007499 0.0649764273 0.3575295916 0.0913759318 0.3535717534 0.1848999472 0.0977725680 0.0276650348 0.2823957733 0.1275573197 0.3800587324 0.2134326255 0.3616196160 0.1988352406 0.2337563275 0.3354178786 0.0853886533 0.1856346793
0.2720508726;0.0424164950 0.1898592264 0.3250622130 0.2778201669 0.1715115465 0.1118784053 0.3794581065 0.2676835789 0.0981311806 0.0984342112 0.0866550057 0.3514309537 0.2650190843 0.2994285887 0.0456095355 0.3368722218 0.3325838067 0.2543759028 0.2882419812 0.1187602625 0.1071118339 0.1066787589 0.0758931251 0.3005223029 0.0143411041 0.2032033221 0.3327946487 0.1161728002 0.0706862327 0.0009660702 0.3029779866 0.1537070151 0.0799284469 0.3759608636 0.0913757284 0.2994691096 0.2910613740 0.0640987023 0.1441035771 0.3065347599 0.3622311129 0.1552137839 0.2960920539 0.0959457102 0.0782900866 0.3062095261 0.2281269287 0.3325426689 0.0549519317 0.2706214735
