text;ground_truth;found;phrases_found;out_of
Says the Annies List political group supports third-trimester abortions on demand;0.0;0.06491335545719978;4;10
When did the decline of coal start? It started when natural gas took off that started to begin in President George W. Bushs administration;0.5;0.08754862858665435;12;23
Hillary Clinton agrees with John McCain by voting to give George Bush the benefit of the doubt on Iran;0.75;0.7309994981593734;14;18
Health care reform legislation is likely to mandate free sex change surgeries;0.0;0.06783669914747148;6;11
The economic turnaround started at the end of my term;0.5;1.0;6;9
The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured UW faculty fired during the last two decades;1.0;0.6612525398231266;16;26
Jim Dunnam has not lived in the district he represents for years now;0.25;0.06783669914747148;6;12
Im the only person on this stage who has worked actively just last year passing along with Russ Feingold some of the toughest ethics reform since Watergate;0.5;0.7303474235517695;17;26
However it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific;0.5;0.8544362220202133;7;22
Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs;0.75;0.1457476957637348;7;20
For the first time in history the share of the national popular vote margin is smaller than the Latino vote margin;0.75;0.8148656166539842;16;20
Since 2000 nearly 12 million Americans have slipped out of the middle class and into poverty;0.5;0.25043964931553686;10;15
When Mitt Romney was governor of Massachusetts we didnt just slow the rate of growth of our government we actually cut it;0.0;0.18102722746112843;16;21
The economy bled $24 billion due to the government shutdown;0.75;0.49275950881657926;6;9
Most of the Affordable Care Act has already in some sense been waived or otherwise suspended;0.25;0.27544569366975824;10;15
In this last election in November 63 percent of the American people chose not to vote 80 percent of young people and 75 percent of low-income workers chose not to vote;0.5;0.7043071847531053;23;30
McCain opposed a requirement that the government buy American-made motorcycles. And he said all buy-American provisions were quote disgraceful;1.0;0.1398659281692919;9;18
U.S. Rep. Ron Kind D-Wis. and his fellow Democrats went on a spending spree and now their credit card is maxed ou;0.25;0.008950820122855974;16;21
Water rates in Manila Philippines were raised up to 845 percent when a subsidiary of the World Bank became a partial owner;0.5;0.6612525398231266;8;21
Almost 100000 people left Puerto Rico last year;0.75;1.0;3;7
Women and men both are making less when you adjust for inflation than when John Kitzhaber was first elected governor;0.0;0.7416320818435194;10;19
The United States has the highest corporate tax rate in the free world;0.75;0.4927595088165795;12;12
We just had the best year for the auto industry in America in history;0.75;0.5424447271496902;12;13
Says Scott Walker favors cutting up to 350000 families and children off health care;0.5;0.2708704445676726;7;13
Says Mitt Romney wants to get rid of Planned Parenthood;0.25;0.37698499652662065;9;9
I dont know who Jonathan Gruber is;0.0;0.013109738233664014;3;6
Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino;0.75;0.013451934131638588;6;13
Rick Perry has never lost an election and remains the only person to have won the Texas governorship three times in landslide elections;0.5;0.34310008911397905;16;22
ISIS supporter tweeted at 10:34 a.m. Shooting began at 10:45 a.m. in Chattanooga Tenn;0.0;-1;0;13
Youth unemployment in minority communities is about 40 to 45 percent;0.75;0.5497011010872225;7;10
Says Paul Ryan is still endorsing Trump;1.0;0.10521753721995719;4;6
If you look at states that are right to work they constantly do not have budget deficits and they have very good business climates;0.25;0.30000493131401584;15;23
What the Obama administration is going to come out with in the next several months is youre not even going to be able to burn coal very limitedly in the existing plants;0.0;0.10471996936665451;21;31
We cut business taxes so today 70 percent of our businesses dont pay a business tax;0.75;0.6159245837232604;10;15
Says Mark Pryor votes with Obama 93 percent of the time;0.75;0.3516328411472578;8;10
We have a federal government that thinks they have the authority to regulate our toilet seats;1.0;0.4530674385623854;11;15
Austin is a city that has basically doubled in size every 25 years or so since it was founded;1.0;0.8786975984012675;11;18
The nuclear test conducted in our nation this time is the Earths 2054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests;1.0;0.6528770465080866;16;32
In the case of a catastrophic event the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct;0.0;0.8800559725485642;11;19
Under President George W. Bush we added $4.9 trillion to the debt. Under President Obama weve added $6.5 trillion to the debt;1.0;0.8413299966084542;20;21
Says a U.S. Supreme Court justice suggested that some U.S. cases will be decided based on South African law;0.0;0.17437034455759548;10;18
Says Marco Rubio skipped 18 defense votes including one to arm the Kurds to fight ISIS;0.5;0.0995164728003246;6;15
Rep. David Cicilline is responsible for the federal loan guarantee to Solyndra the failed solar compan;0.0;0.05184694195939632;8;15
Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a mandatory vaginal probe;0.0;0.2399246281356643;13;22
We have a director of homeland security who cannot use and will not use the term terrorist attack but instead substitutes man-made disaster;0.0;0.12411884314205945;13;22
African-American youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent;0.5;0.20722906768404614;6;11
Obamacare will provide insurance to all non-U.S. residents even if they are here illegally;0.0;0.10211409360450818;9;13
President Barack Obama took exactly none of his own deficit reduction commissions ideas. Not one;0.0;0.06783669914747148;8;14
It was under Barack Obama and Hillary Clinton that changed the rules of engagement that probably cost Capt. Humayun Khans life;0.0;0.046790941650797446;13;20
Hillary Clinton in 2005 co-sponsored legislation that would jail flag burners;1.0;0.06783669914747148;6;10
Says the paperback edition of Mitt Romneys book deleted line that Massachusetts individual mandate should be the model for the countr;0.25;0.36115681103839836;13;20
Maggie Hassan raised tuition making it the highest in America;0.25;0.5424447271496904;6;9
Says Terry McAuliffe is the person who invented the scheme to rent out the Lincoln Bedroom;0.0;0.025253765346253787;8;15
We created 800000 new jobs we cut the unemployment rate almost in half and today New York State has more private sector jobs than it has ever had in its histor;1.0;0.7308466153247622;23;30
We have towns in West Texas that are out of water that are having to truck in water;0.25;0.20722906768404614;12;17
In Georgia women earn 82 cents for every dollar earned by men;0.5;0.8904905806554432;9;11
A federal system that verifies employees are authorized to work in the U.S. is inaccurate anywhere from 50 percent all the way up to in excess of 80 percent of the time;0.5;0.3309097204061755;19;31
They were going to build the wall a while ago not so long ago like in 06. And they couldnt get environmental impact statements;0.25;0.17495504578679677;13;23
Sen. Obamas campaign announced that hes choosing his cabinet;0.0;0.32142088893067633;4;8
In 2008 only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out;0.75;0.8997687921975743;14;19
Only 2 percent of public high schools in the country offer PE classes;0.0;0.7656053687612335;9;12
Said hes the only Republican candidate whos actually turned around a government economy;0.75;0.7251348595104496;10;12
On military recruiters at Harvard Elena Kagan took a position and the Supreme Court ruled unanimously that she was wrong;1.0;0.02812688734635238;10;19
There are 321092 public school teachers in Texas. And there are 313850 non-teachers in our public schools;0.75;0.25043964931553686;10;16
Under Mayor Cicilline Providence was a sanctuary city;0.0;0.42054808476802685;5;7
Transgender individuals in the U.S. have a 1-in-12 chance of being murdered;0.0;1.0;5;11
At Bain Capital we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised;1.0;0.9004958786979674;6;20
Says the man who rushed the stage at him in Dayton Ohio had chatter about ISIS or with ISIS in his social media posts;0.0;0.6596302544519177;9;23
U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant;0.25;0.8775525575972015;13;16
Alex Sink funneled three quarters of a million dollars in no-bid contracts to Bank of America;0.25;0.2708704445676726;7;15
If you take the population growth here in Virginia we are net zero on job creation since Bob McDonnell became governor;1.0;0.70631682084206;14;20
Under Obama home values in Florida collapsed construction jobs were lost and the state had a high foreclosure rate;0.25;0.16526245118844618;10;18
The new Arizona immigration law says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person;0.75;0.03788554614308626;18;25
The only time in our history when the debt has been higher than this was the end of World War II;0.75;0.5891356466431479;19;20
The cost of health care is now the single-biggest factor driving down the federal budget deficit;0.75;0.4588822936398741;11;15
During the recession the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent;1.0;0.6125980210483244;9;19
On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings;0.0;0.24001479233885525;6;12
Says one out of three U.S. homeless men is a veteran;0.25;0.20722906768404603;6;10
Says Charlie Crist supports cuts to the Medicare Advantage program;0.0;0.20722906768404614;6;9
I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together  forget the United States;0.5;0.5412363372311357;16;31
Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control;1.0;0.024499685935472026;13;13
At some point in their lives 99% of women use birth control;0.5;0.022206429834644492;8;11
In the past 20 years Egypt has made great strides in political and democratic reform;0.0;0.7416320818435194;10;14
The amount of attention paid this week to Chris Christie makes the coverage of Benghazi pale in significance;0.0;0.6125980210483244;9;17
Says U.S. Rep. Steve Southerland voted to keep the shutdown going;1.0;0.008672839459565762;9;10
In Rick Perrys Texas we import nurses from other countries;0.5;0.012523027571701761;7;9
There is a federal criminal law that says its a crime to transport dentures across state lines;0.75;0.17299173987395566;11;16
We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders;0.75;0.06528955696063621;11;22
Sen. McCains tax plan provides virtually nothing to the middle class;0.25;0.06783669914747148;8;10
Austin is burdened by the fastest-growing tax increases of any major city in the nation;0.0;0.6907522045600608;11;14
Phoenix Arizona is the No. 2 kidnapping capital of the world;0.0;0.06227297223604267;9;10
I belong to the AFL-CIO;1.0;0.06783669914747148;2;4
The insurance commissioner cant do squat about health care;0.75;0.018346818218545557;5;8
Says a poll found him the only Republican candidate who could beat Barack Obama in Texas  and by eight points;0.5;0.8221720289428428;13;19
President Ronald Reagan sent troops into conflict only in one circumstance which was in Grenada We were in a peacekeeping setting in Lebanon;0.25;0.16526245118844618;10;22
Says David Jolly supports privatizing Social Security;0.25;0.02852859390345397;5;6
Did you know US population growth is at its lowest since the Great Depression;1.0;0.9263329036550687;10;13
The average student in Florida what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones;0.75;0.22565885390234663;18;28
Since 1968 more Americans have died from gunfire than died in all the wars of this countrys history;1.0;0.2775151918688573;10;17
A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender;0.75;0.04973804164676088;18;34
The Florida Department of Agricultures website FreshFromFlorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house;0.0;0.5964493302964781;14;24
The Atlanta streetcar is expected to create 930 jobs during construction totaling more than 5600 jobs over the next 20 years;0.0;0.1994480006912508;11;20
Raising the minimum wage to $10.10 an hour would help lift over a million Americans out of poverty;0.75;0.5737924949780702;15;17
Says Secretary of State John Kerry when he was a senator flew to Managua and met with a communist dictator there Daniel Ortega and accused the Reagan administration of engaging in terrorism;0.75;0.3516328411472578;16;31
NATO is opening up a major terror division. Im sure Im not going to get credit for it but that was largely because of what I was saying and my criticism of NATO;0.0;0.13189753854728647;20;32
Sen. Obama has always had a 100 percent prochoice rating;1.0;0.20722906768404603;6;9
Since Gina Raimondo took office investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million;0.5;0.32735127318576485;12;23
The federal debt is growing by more than $4 billion a day;1.0;0.5300320974865241;11;11
Under President Barack Obamas jobs bill states would no longer have to lay off teachers firefighters and police officers;0.5;0.07857318499493116;13;18
Of our 98000 teachers who are K-12 over 53000 of those teachers today are over 50 years old;0.0;0.595507763288659;8;17
Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions;0.75;0.8544362220202133;7;18
