Data:    (DD/MM/AAAA)24/4/2019
Hora:    (HH:MM:SS)15:58:27
Training_File:   ../reports/report2442019153239_4/validation_tab.csv
Validation_File: ../reports/report2442019153239_4/validation_tab.csv
Palavra: SAYS
Palavra: PAUL
Palavra: RYAN
Probabilidade: 1.0
Palavra: PAUL
Palavra: RYAN
Palavra: IS
Probabilidade: 1.0
Palavra: RYAN
Palavra: IS
Palavra: STILL
Probabilidade: 1.0
Palavra: IS
Palavra: STILL
Palavra: ENDORSING
Probabilidade: 1.0
Palavra: STILL
Palavra: ENDORSING
Palavra: TRUMP.
Probabilidade: 1.0
['1', 'Says Paul Ryan is still endorsing Trump.']
1
1.0
Palavra: IF
Palavra: YOU
Palavra: LOOK
Probabilidade: 0.25
Palavra: YOU
Palavra: LOOK
Palavra: AT
Probabilidade: 0.25
Palavra: LOOK
Palavra: AT
Palavra: STATES
Probabilidade: 0.25
Palavra: AT
Palavra: STATES
Palavra: THAT
Probabilidade: 0.25
Palavra: STATES
Palavra: THAT
Palavra: ARE
Probabilidade: 0.25
Palavra: THAT
Palavra: ARE
Palavra: RIGHT
Probabilidade: 0.25
Palavra: ARE
Palavra: RIGHT
Palavra: TO
Probabilidade: 0.25
Palavra: RIGHT
Palavra: TO
Palavra: WORK
Probabilidade: 0.25
Palavra: TO
Palavra: WORK
Palavra: THEY
Probabilidade: 0.25
Palavra: WORK
Palavra: THEY
Palavra: CONSTANTLY
Probabilidade: 0.25
Palavra: THEY
Palavra: CONSTANTLY
Palavra: DO
Probabilidade: 0.25
Palavra: CONSTANTLY
Palavra: DO
Palavra: NOT
Probabilidade: 0.25
Palavra: DO
Palavra: NOT
Palavra: HAVE
Probabilidade: 0.25
Palavra: NOT
Palavra: HAVE
Palavra: BUDGET
Probabilidade: 0.25
Palavra: HAVE
Palavra: BUDGET
Palavra: DEFICITS
Probabilidade: 0.25
Palavra: BUDGET
Palavra: DEFICITS
Palavra: AND
Probabilidade: 0.25
Palavra: DEFICITS
Palavra: AND
Palavra: THEY
Probabilidade: 0.25
Palavra: AND
Palavra: THEY
Palavra: HAVE
Probabilidade: 0.25
Palavra: THEY
Palavra: HAVE
Palavra: VERY
Probabilidade: 0.25
Palavra: HAVE
Palavra: VERY
Palavra: GOOD
Probabilidade: 0.25
Palavra: VERY
Palavra: GOOD
Palavra: BUSINESS
Probabilidade: 0.25
Palavra: GOOD
Palavra: BUSINESS
Palavra: CLIMATES.
Probabilidade: 0.25
['0.25', 'If you look at states that are right to work they constantly do not have budget deficits and they have very good business climates.']
0.25
0.572193060020993
Palavra: WHAT
Palavra: (THE
Palavra: OBAMA
Probabilidade: 0.0
Palavra: (THE
Palavra: OBAMA
Palavra: ADMINISTRATION
Probabilidade: 0.0
Palavra: OBAMA
Palavra: ADMINISTRATION
Palavra: IS)
Probabilidade: 0.0
Palavra: ADMINISTRATION
Palavra: IS)
Palavra: GOING
Probabilidade: 0.0
Palavra: IS)
Palavra: GOING
Palavra: TO
Probabilidade: 0.0
Palavra: GOING
Palavra: TO
Palavra: COME
Probabilidade: 0.0
Palavra: TO
Palavra: COME
Palavra: OUT
Probabilidade: 0.0
Palavra: COME
Palavra: OUT
Palavra: WITH
Probabilidade: 0.0
Palavra: OUT
Palavra: WITH
Palavra: IN
Probabilidade: 0.0
Palavra: WITH
Palavra: IN
Palavra: THE
Probabilidade: 0.0
Palavra: IN
Palavra: THE
Palavra: NEXT
Probabilidade: 0.0
Palavra: THE
Palavra: NEXT
Palavra: SEVERAL
Probabilidade: 0.0
Palavra: NEXT
Palavra: SEVERAL
Palavra: MONTHS
Probabilidade: 0.0
Palavra: SEVERAL
Palavra: MONTHS
Palavra: IS
Probabilidade: 0.0
Palavra: MONTHS
Palavra: IS
Palavra: YOURE
Probabilidade: 0.0
Palavra: IS
Palavra: YOURE
Palavra: NOT
Probabilidade: 0.0
Palavra: YOURE
Palavra: NOT
Palavra: EVEN
Probabilidade: 0.0
Palavra: NOT
Palavra: EVEN
Palavra: GOING
Probabilidade: 0.0
Palavra: EVEN
Palavra: GOING
Palavra: TO
Probabilidade: 0.0
