text;ground_truth;found;phrases_found;out_of
When I was in college we used to take a popcorn popper and we would fry squirrel;1.0;0.23059801270329938;9;16
Ronald Reagan raised taxes in 1982 1984 1985 1986 and 1987;1.0;0.9488280698410083;5;10
Says Sen. Rand Paul R-Ky. has stated that supporting the right to health care means you believe in slavery;1.0;0.09271511427137069;11;18
Says Bernie Sanders health care plan would empower Republicangovernors to take away Medicaidto take away health insurance for low-income and middle-income working Americans;0.25;0.07917136167197869;13;22
In 2006 Planned Parenthood performed more prevention services and cancer screenings than abortions but in 2013 there were more abortions;0.0;0.23059801270329938;9;19
A proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent;0.5;0.8113028861506505;10;18
Says nothing in Obamas $3.7 billion request to address the child immigrant situation actually secures the border;0.25;0.7837559653871339;6;16
Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition;1.0;0.1536631345637226;14;20
If youre earning under $100000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax;1.0;0.7690766441499661;27;35
In Chile they have 72 percent of the GDP in savings;0.5;0.9077987072656007;6;10
There are 850000 Ohio jobs tied to the auto industry;1.0;0.2632668501439843;6;9
The Mexican government forces many bad people into our country;0.0;0.015900714438284336;5;9
A sitting sheriff cannot be charged except by a warrant issued by a Superior Court judge;0.5;0.7193866784892896;7;15
Since 1999 all Virginia Lottery profits have been used for public education in the Commonwealth for kindergarten through 12th grade;0.75;0.7633602691024384;10;19
Says House Republicans rejected a straightforward measure that would prevent members of Congress and the president from being paid during a government shutdown;0.75;0.13201536669708713;14;22
Governor Christie also remains the only Governor since World War II among both Democrats and Republicans who failed to have his party win control of at least one legislative body over the course of his term;0.0;0.26594854215849606;22;35
Sixty-percent of the state retireesdont get Social Security;0.0;0.7394707461003566;4;7
Over 73% of all donations raised from the ALS Ice Bucket Challenge are going to fundraising overhead executive salaries and external donations;0.0;0.03632022227719278;5;21
If you go strictly by the numbers crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes;1.0;0.4857535182329342;16;25
Sunday liquor sales could generate $3.4 million to $4.8 million a year in additional sales tax revenue for Georgia;0.75;0.7743818145795089;11;18
Says the 2010-11 New Hampshire budget ended with an $18 million surplus while the Republican-led 2012-13 budget has a $40 million deficit;0.75;0.4624415456015738;10;21
Says Barack Obama was silent on Iran when the students took to the streets in Tehran and the people there protested and the Green Revolution occurred;0.25;0.1536631345637226;14;25
No candidate has run more negative ads in American history than Barack Obama did in 2008 especially in the general;0.75;0.13694023573395098;11;19
Inner-city crime is reaching record levels;0.0;0.002085897461723718;4;5
The right-to-work states have much lower level of unemployment than the union states do;0.75;0.32355785712250795;7;13
Oklahomas Republican Gov. Mary Fallin signed a new law which makes you pay a special fee. It will essentially fine people for the crime of using solar power;0.25;0.05900821059632855;12;27
Tampa mayoral opponent Bob Buckhorn supported forcing police officers to keep their guns locked in the trunks of their cruisers;0.0;0.513599138645431;7;19
Millions could lose their health care coverage and be forced into a government pool under the new health care law;0.0;0.0014284293629628353;16;19
A Texas police department bought an ad telling drug dealers We can take your competition off the streets for FREE;1.0;0.14910912918050045;9;19
Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors;0.0;0.2632668501439843;12;21
Our unemployment rate has been higher than 8 percent for more than two-and-a-half years far above what the Obama Administration promised with the stimulus;0.25;0.3255556000240265;15;23
Thanks in part to our all-of-the-above strategy for American energy the United States generates more natural gas than anybody;0.75;0.1948742251189507;11;18
State law says that once the state appraises a piece of property they can only pay it a certain amount above appraisal;1.0;0.8691398887794517;12;21
Ted Cruz helps run two national organizations that have been leading the push to give amnesty to illegal immigrants;0.0;0.09095684867106957;9;18
Says Chris Christie created this new category where you could get laid off and just be totally denied unemployment benefits forever;0.75;0.7743818145795089;11;20
Thanks to our reforms the average family will have an extra $322 to spend;0.75;0.6911826894639551;9;13
Measles is one of the most common causes of child blindness worldwide;1.0;0.7193866784892896;7;11
When oil and gas prices sent state revenues up Palin sent a large share of that revenue directly back to the people of Alaska;1.0;0.5736238786912025;12;23
Says he was the only Republican candidate at a prior debate who said lower-income workers were being hurt by the economy;0.25;0.5207046281971208;12;20
Says Hillary Clintons top 10 donors are mainly banks corporations and media while Bernie Sanders top 10 donors are labor unions;0.75;0.26045656445312604;9;20
Portland Community College serves more students than all of the states universities combined;0.0;0.5736238786912022;6;12
If we dont spend money on a pier then that money does wipe into the general funds of the city or the county and if you send it to the county you never see it again;0.5;0.26594854215849606;22;35
Obamacare is the largest tax increase in the history of the world;0.0;0.31592536921917813;11;11
Republican candidate for governor Allan Fung donated to Democrats like Congressman David Cicilline disgraced House speaker Gordon Fox and even Mr. Obamacare Harry Reid;0.75;0.03632022227719278;10;23
Says Barack Obama founded ISIS. I would say the co-founder would be crooked Hillary Clinton;0.0;0.018778026438666773;6;14
More than 70000 job openings are listed on a state jobs website;0.75;0.7394707461003566;4;11
When the United States invaded Iraq Saddam Hussein wanted to acquire weapons of mass destruction and he said so himself after his capture;1.0;0.8192836213221764;8;22
When asked about bills in Congress important to the North Country Derrick responded I just dont know enough about it;0.25;0.7633602691024384;10;19
Except for Virginia the other 49 states keep raising their gas tax;0.0;0.9269382101733245;7;11
Says 70000 children have lost their Head Start slots because of the sequester;0.25;0.7282610891458461;7;12
On disaster aid offset;0.0;-1;0;3
Strickland raised taxes last year to the tune of $840 million;0.75;0.08518205788397992;7;10
Sarah Palin has more experience than Barack Obama;0.0;0.010750257632696103;7;7
A golf course closes somewhere in America every 48 hours;0.5;0.7837559653871339;3;9
If you rent a U-Haul to move your company it costs twice as much to go from San Francisco to Austin than the other way around because you cant find enough trucks to flee the Golden State;1.0;0.20510741582623992;18;36
The Congressional Budget Office has already doubled its estimate for the cost of Obamacare so far from roughly $800 billion to $1.7 trillion;0.0;0.13201536669708713;14;22
Oregons three largest employers and 13 of the top 25 are health care providers;0.0;0.8426617354375814;8;13
We get 30 percent of our oil from the Gulf of Mexico;0.25;0.13694023573395098;11;11
The Department of Energys Billion Ton Study has shown that wind and solar energy combined could at best provide only 5 percent of our total energy needs;0.0;0.6930453335101427;12;26
Says the U.S. Constitution provides for just compensation when land is taken under eminent domain;1.0;0.7926102873343808;7;14
Says Mitt Romneys campaign has already spent more on negative ads than John McCain did during his entire presidential run;0.0;0.15750448952881668;10;19
As we near the 10th anniversary of the 9/11 terrorist attacks we should not forget that some of the hijackers used New Jersey drivers licenses to board those aircraft;0.0;0.2780896855188013;16;28
For every $10000 invested in business incubators up to nearly 70 local jobs are generated;1.0;0.6626075539154948;8;14
Although the governor doubled the beach fees all the money as we found out is all going to an out-of-state company. The state isnt even getting the money for that;0.0;0.14910912918050045;18;29
Three presidents in the last century Harding Kennedy and Reagan all cut taxes during recessions and produced rapid and dramatic economic recoveries while two Herbert Hoover and Barack Obama did the opposite;0.0;0.7753754476314545;12;31
The Congressional Budget Office analysis of the health insurance reform legislation says the bill cuts the deficit by $1.2 trillion in the second 10 years;0.5;0.20510741582623992;18;24
Says John Barrow voted with Obama 85 percent of the time;0.25;0.2154120516382627;8;10
Studies show that people that are on welfare are higher users of drugs than people not on welfare;0.5;0.10663810140716501;10;17
The income of the top 1 percent nearly quadrupled from 1979 to 2007 but the typical familys incomes barely budged;1.0;0.9082175612885552;10;19
John McCain has voted with George Bush 90 percent of the time;1.0;0.6477077436117803;10;11
Says he and Bernie Sanders have very similar views on trad;0.75;0.9082175612885552;5;10
On Rob Portmans watch as Bushs trade czar our deficit with China exploded and as Bushs budget chief Portman oversaw a spending spree that doubled the deficit;0.5;0.059287137642249466;11;26
Sens. Mark Warner and Tim Kaine voted to let the U.N. take OUR guns;0.0;0.1082876238461189;8;13
In just six years Georgia has dropped from first in the nation from a business-friendly legal climate to 24th;0.25;0.43779232177962546;10;18
6.4 million more Americans living in poverty under President Obama;0.5;0.8889165472347951;8;9
Hillary Clinton is willing to have workers wages garnisheed if they refuse to buy health insurance;0.5;0.18627024170124673;10;15
We have less crime in the Rio Grande Valley than we do in other major Texas cities;0.5;0.9608661597779518;12;16
Says In the last four years weve cut $36 million in ongoing revenue;0.0;0.6911826894639551;9;12
Financial conflict-of-interest laws dont apply to the president right? So the president doesnt have to have a blind trust;1.0;0.1948742251189507;11;18
Says nearly 1 million people are coming to town in the next 20 years;0.25;0.22200419018370554;11;13
The House health care bill pays for about six years of program with a decade of revenue with the heaviest costs concentrated in the second five years;0.5;0.461548837390393;15;26
Its just outrageous that under President Bush the National Institutes of Health have been basically decreased in funding;0.0;0.22200419018370554;11;17
Kathryn Starkey joined forces with liberal Democrats on a historic sales tax hike;0.0;0.44601977238761403;5;12
Prices are going up. Unemployment is continuing to go up;0.5;0.05140654657554755;6;9
Says Texas has the nations most uninsured residents;0.25;0.7394707461003566;4;7
We are 49th in the nation for our graduation rat;0.75;0.7858373836292956;6;9
Welcome to Houston the most diverse city in America;0.75;0.5694799853640027;5;8
The White House has three staff calligraphers making between $86000 and $97000 each and just one National Security Director. She makes $55000;0.25;0.23059801270329938;9;21
Says Maggie Hassan is the only female governor in the country;0.0;0.513599138645431;7;10
Thomas Paine wrote that the duty of a patriot is to protect his country from his government;0.0;0.08143186586272821;8;16
Weve dedicated more money from Washington Countys transportation budget to bike and ped projects under my watch than at any time in the history of Washington County;0.75;0.38701073787232554;13;26
