text;grand_truth;calculated;dif;found phrases;out of
Says Bernie Sanders voted for what we call the Charleston Loophole;0.75;0.5603187440949009;0.1896812559050991;8;10
We dont have any chess grandmasters in the United States;0;0.4970498906847355;-0.4970498906847355;6;9
Obamas plan for health care reform ends exorbitant out-of-pocket expenses deductibles or co-pays;0.75;0.27295708740405966;0.47704291259594034;5;12
The No. 1 cause of childhood deaths is preventable accidents;0.75;0.47127181000625473;0.27872818999374527;5;9
Jeff Atwaters bank was so weak that just a few months ago it was shut down by the FDIC;0.5;0.35448402650314315;0.14551597349685685;12;18
As long as I have served This is the first time every single solitary decision has required 60 senators;0;0.3687432582924661;-0.3687432582924661;10;18
The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job;1;0.38011891171084955;0.6198810882891505;17;25
57% of the jobs created in Austin from 2009 to 2013 do not pay families a living wage;0.75;0.3687432582924661;0.3812567417075339;10;17
Says Texas General Land Office has earned the school children of Texas $451932.89 on wind leases that havent produced a watt of energy;1;0.40536532731490005;0.5946346726851;13;22
We are within the margin of error;0.5;0.47127181000625473;0.028728189993745268;5;6
State support for local schools per pupil has decreased by at least 25 percent over the past decade;0.5;0.4139889170206278;0.08601108297937221;14;17
Each Corbett administration budget finished in the black;0.5;0.2983733683495339;0.20162663165046613;2;7
Says Hillary Clinton promised running for the Senate years ago 200000 jobs for upstate New York. Not only didnt they come but they lost so many jobs;0.75;0.3851676258533183;0.3648323741466817;14;26
A couple of hundred American cities are infested by members of the Mexican cartels;1;0.4368670461609382;0.5631329538390618;8;13
Barack Obamas health care plan is to mandate health care coverage and have a universal government-run program;0.25;0.27920469010575266;-0.029204690105752662;14;16
Hollywood is 1 in Broward homicides in 2013. Thanks Chief Fernandez;0.5;1.0;-0.5;3;10
50 percentof murders in Texas have been linked to illegal aliens;0;0.33697745236315413;-0.33697745236315413;8;10
Paul Ryan cut embassy security in his budget by $300 million below what we asked for;0.5;0.3867636797211145;0.11323632027888553;10;15
Among Syrian refugees and migrants coming into Europe there look like very few women. Very few children;0;0.29862069394706425;-0.29862069394706425;7;16
Ponzi schemer Scott Rothstein gave hundreds of thousands of campaign cash to control Crists appointments of key state judges;0.5;0.16400569197988446;0.33599430802011554;7;18
Senator Robert Hurt voted for a bill thats raised your electric rates seven times;0;0.39899901691630846;-0.39899901691630846;7;13
Since 2004 there have been some 1300 attacks on rail targets. Four thousand people have died. Thousands of injuries;0.25;0.4006601621875371;-0.15066016218753708;8;18
Says Donald Trump said a woman should be punished for exercising her right to choose;0.5;0.4725386915679788;0.027461308432021214;8;14
Senator Chris Dodd chairman of the Senate Banking Committee placed an amendment in the stimulus bill that allowed for banks bailed out with taxpayer money including AIG to hand out huge bonuses;0.5;0.3342876524722481;0.16571234752775188;19;31
Says legislative debate of airport pat-down procedures initiated federal changes in security procedures;0;0.4750028831340519;-0.4750028831340519;3;12
Says Hillary Clinton aide Huma Abedin has ties to the Muslim Brotherhood;0;0.20589113709549922;-0.20589113709549922;6;11
Decorated Marine two-tour Iraq war vet;1;1.0;0.0;1;5
If you make more than $250000 a year you only really take home about $125000;0;0.4872977544632182;-0.4872977544632182;9;14
Says Donald Trump said the U.S. should encourage Japan to get nuclear weapons;0.75;0.30339449069243685;0.44660550930756315;9;12
We have the highest rate of childhood poverty of any major country on Earth;0.25;0.6163864811347467;-0.3663864811347467;13;13
The Doherty Campaign unlike the Cicilline Campaign is funded mostly by individual donors  not the big PACs that Cicilline relies on;0;0.43231096611994;-0.43231096611994;5;20
Since parole abolition Virginias crime rate has fallen to third lowest in the country our recidivism rate is down 20 percent and thats the second lowest in the country;0.75;0.4712947621213869;0.2787052378786131;20;28
When you were casting your vote for Republicans Brian Kemp was voting for Democrats.	message-machinevoting-record	doug-macginnitie	Sandy Springs City Councilman	Georgia	republican	1	1	0	0	0	a campaign commercia;0.25;0.38478073812758895;-0.13478073812758895;11;29
I want to give every American a $5000 refundable tax credit;0.5;0.42453516847953543;0.07546483152046457;8;10
Says Hillary Clinton plans to massively increase admissions of Middle East refugees including a 500 percent increase in Syrian refugees coming into our country;0.75;0.3165886362942808;0.4334113637057192;15;23
If you look at the jobs lost in the private sector as opposed to the job gains in the public sector its out of whack. The governments growing and the private economys shrinking;0.5;0.3748407937525525;0.12515920624744747;22;32
The president and vice president cant be from the same state;0;0.22168110895329773;-0.22168110895329773;7;10
There are actual cities like Birmingham England that are totally Muslim where non-Muslims just simply dont go in;0;0.2983733683495339;-0.2983733683495339;4;17
Says 40 years ago the U.S. placed Texas under Voting Rights Act for failing to print ballots in Spanish;0.5;0.25115603979589496;0.24884396020410504;12;18
I campaigned on the proposals in the budget repair bill for Wisconsin all throughout the election. Anybody who says they are shocked on this has been asleep for the past two years;0;0.40610134601482173;-0.40610134601482173;15;31
When I was mayor Providence was one of the five renaissance cities of America according to USA Today in those days. Money magazine said it was the fifth best city to live in in America. In addition to that All Cities Almanac said in 1994 I believe that it was the safest city in America;1;0.3999405351837009;0.6000594648162991;35;54
If you took every penny of the 1 percent including their dog you wouldnt even begin to balance the budget;0.25;0.38370797536740975;-0.13370797536740975;11;19
The Obama administration went to court to keep one of these five in jail at Guantanamo just three years ago because he was such a huge risk;0.5;0.4019596067136969;0.0980403932863031;21;26
Says Israel profiles based on ethnicity and does it very successfully;0.5;0.37068929158502306;0.12931070841497694;3;10
Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion;0;0.4421577232178374;-0.4421577232178374;9;24
Under the new health care law all real estate transactions will be subject to a 3.8% Sales Ta;0;0.15759335847713185;-0.15759335847713185;15;17
Says Sherwin-Williams is making lead paint and poisoning people around the world;0.5;0.37068929158502306;0.12931070841497694;3;11
When the governor announced his jobs budget 99 folks from the Department of Taxation were let go the next day;1;0.5791719584127685;0.4208280415872315;8;19
If we use Tax Increment Financing funding thats going to take funds from the general fund for Pinellas County as it will take funds from the general fund for the city of St. Pete;0;0.29418868693835853;-0.29418868693835853;24;33
Illegal counterfeiting and piracy costs the U.S. economy $100 billion every year;0;0.37068929158502306;-0.37068929158502306;6;11
Some criminals have learned how to spy on Americans hacking into our home computers and looking out through the video camera attached to the screen;1;0.19995761057706163;0.8000423894229384;9;24
Says Texas public school funding grew three times the rate of enrollment from 2002 to 2012;0;0.4030592415562695;-0.4030592415562695;11;15
Says Indiana Gov. Mike Pence denies that theres such a thing as evolution;0.5;0.43356353592117536;0.06643646407882464;8;12
Insurance companies have seen their profits soar by more than 400 percent since 2001;0.5;0.4750014547410414;0.024998545258958615;10;13
Since the stimulus package was passed Ohios lost over 100000 more jobs;1;0.4700216001535138;0.5299783998464862;9;11
When Jim Doyle was governor and Mary Burke was commerce secretary Wisconsin saw billions in middle-class tax hikes on nursing home beds gas phones and garbage;0;0.26569592728976277;-0.26569592728976277;11;25
Barry Smitherman doesnt have enough legal experience to apply for most of the jobs at the attorney generals office;0.75;0.372888241192991;0.377111758807009;14;18
Says Russ Feingold got paid $8000 a lecture at Stanford University;0.25;0.15978049816294804;0.09021950183705196;4;10
Says Connie Mack wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district;1;0.2848711797476352;0.7151288202523648;17;22
Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water;0.5;0.46770963537183785;0.03229036462816215;12;19
The first round of stimulus it created zero jobs;0;0.37944835644869;-0.37944835644869;5;8
The Senate Finance Committee approved a reform proposal that has both Democratic and Republican support;0.25;0.27155424010558005;-0.021554240105580047;9;14
Say Apples Tim Cook will not do business with Indiana;0;0.6488442917452586;-0.6488442917452586;3;9
Lindsay Parkhurst wants to take away programs like Social Security and Medicare that seniors have earned throughout their lifetimes;0;0.327223488640244;-0.327223488640244;9;18
By eliminating the public intervenors office I was the first one to fire Kathleen Falk;0.5;0.4072550974066286;0.09274490259337143;9;14
Says Rick Santorum voted to let convicted felons vote;0.5;0.4970498906847355;0.0029501093152645153;6;8
The costs for families in the individual market for the same type of coverage that theyre currently receiving would go down 14 percent to 20 percent;0.5;0.3747342656464909;0.12526573435350907;20;25
Says he voted no on the Wall Street bailouts;0.25;0.3244818251071373;-0.0744818251071373;7;8
Seniors enrolled in Medicare Advantage are going to see an average premium increase between $50 and $90 per month;0.25;0.2615491599730685;-0.01154915997306849;8;18
Says Republicans want to cut education by 25 percent;0.75;0.2533052625586848;0.4966947374413152;7;8
Says a bill requiring ultrasounds before abortions was supported by Republicans and Democrats;0.5;0.32458976079549784;0.17541023920450216;9;12
80 percent of the American people havent gotten a pay raise since the crash;0.75;0.37068929158502306;0.37931070841497694;9;13
Assault rifles already are banned;0.25;1.0;-0.75;1;4
Since 1990every continent has seen substantial gains with individual incomes growing by more than a third in every region of the developing world;0.75;0.4403607917570639;0.3096392082429361;12;22
Colorado saw increased incidents of emergency room visits by young people and increased incidents of driving while under the influence of marijuana following the legalization of recreational pot;0.5;0.21968042908973262;0.2803195709102674;12;27
On opposing legislation that would take away existing health care plans;0.5;0.3376307216979546;0.1623692783020454;7;10
GDP was zero essentially for the last two quarters;0;0.5259988347088118;-0.5259988347088118;4;8
Says a quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law;0;0.36158281328627917;-0.36158281328627917;17;25
As a sign of extraordinary progress there are half as many primary-age children out of school today as there were 15 years ago;0.5;0.41941148827301955;0.08058851172698045;14;22
Hillary stood up for universal health care when almost no one else would and kept standing till 6-million kids had coverage;0.5;0.4879769834843689;0.01202301651563109;10;20
Says there have been some job gains in the McMansion State since Mr. Christie took office but they have lagged gains both in the nation as a whole and in New York and Connecticut the obvious points of comparison;1;0.4098054888154359;0.5901945111845641;23;38
When Congressman Langevin took office gas was around $1.70 per gallon and now it is near $4 per gallon;0.25;0.30622433847635167;-0.056224338476351665;9;18
Planned Parenthood is an organization that funnels millions of dollars in political contributions to pro-abortion candidates;0.75;0.3299059785019228;0.4200940214980772;9;15
More people have watched Morning Joe than CNN and HLN 5 years in a row;0.75;0.4875033782309802;0.2624966217690198;6;14
The Obama Administrations own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the health care bill passes;0;0.22971334737101679;-0.22971334737101679;16;24
Says Wisconsin state Sen. Randy Hopper R-Fond du Lac has already been recalled;0;0.2592656299132853;-0.2592656299132853;10;12
Georgia lawmakers are now considering passing the most extreme gun bill in America;0.25;0.39820922958607563;-0.14820922958607563;8;12
In Congress right now were doing the best job we have ever done in women in the federal legislature but its still only 19 percent;1;0.46602665557474166;0.5339733444252583;18;24
Most state employees did not receive any pay raise from 2009 to 2012;1;0.26807602895553595;0.731923971044464;6;12
A simple review of the Backrooms health code records will reveal that the restaurant already has a long-standing problem with rodent infestations;0;0.44456897879077284;-0.44456897879077284;8;21
Says $38 billion in spending cuts in federal budget compromise is less than $1 billion in real cuts;0.25;0.5301874275218124;-0.28018742752181236;13;17
Eighty-five percent of governments running right now. Only 15 percent of government spending is shut down;0.5;0.31042964796228856;0.18957035203771144;10;15
The EPA has tried to define a puddle or a drainage ditch on your farm to be navigable waters and thus subject to massive environmental regulations;0.25;0.27890955296637043;-0.028909552966370433;10;25
Says public education will get more money in 2012-13 though lawmakers cut $15 billion in overall spending;0.5;0.33697745236315413;0.16302254763684587;8;16
We have completely turned our economy around;0.5;1.0;-0.5;2;6
Theres only three countries in the entire world wheretheres no paid vacation by law we happen to be one of them;0.5;0.3772972328148161;0.12270276718518391;14;20
An organized crime syndicate was extorting money from his Tom Ganleys business threatening his family but he fought back and won the FBIs highest civilian awar;1;0.41132781420852105;0.588672185791479;9;25
Attacks on Planned Parenthood come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 dont have access to health care;0.75;0.3637442789851365;0.3862557210148635;27;33
I am the only candidate who ran in either primary who said I will not raise taxes on the middle class;0;0.2413815587249849;-0.2413815587249849;19;20
By releasing only basic tax information former U.S. Congressman Nathan Deal is hiding more than hes disclosed about his business dealing with the state;0.5;0.2703824999596013;0.22961750004039871;10;23
22 times Barack Obama said he did not have the authority to implement this type of anti-deportation measure. And then the day after he signed this into law he said quote I just changed the law;0.75;0.43753522349165175;0.31246477650834825;26;35
A clause hidden in the Obamacare bill which is now law gives Obama the right to form a private army;0;0.22758193914664526;-0.22758193914664526;11;19
Since 2009 Georgias public schools have lost nearly 9000 classroom teachers while the number of students has gone up;1;0.4117952866275527;0.5882047133724473;14;18
The Republicans have never done anything really to balance the budget;0;0.3606344880492177;-0.3606344880492177;8;10
On privatization of Social Security;0;0.26345958618171217;-0.26345958618171217;3;4
Romney signed government-mandated health care with taxpayer-funded abortions;0.25;0.3099419069053767;-0.05994190690537671;3;7
The number of people who believeinsocialism is increasing;0.5;0.4651502165860131;0.03484978341398692;5;7
The Obama administration even proposed banning farm kids from doing basic chores;0;1.0;-1.0;2;11
Says U.S. Senate candidate Tommy Thompson supports a plan for privatizing Social Security;0;0.2612204775824529;-0.2612204775824529;10;12
After years of 5.5 percent average tuition increases we now have a two-year tuition freeze for the first time in the history of the UW System;0.75;0.42366275618142024;0.32633724381857976;14;25
Make no mistake  Sherrod Brown is one of the main D.C. politicians responsible for Ohio jobs moving to China;0;0.25712053899233567;-0.25712053899233567;12;18
The Iranians continue in the view of every objective observer continue to pursue the acquisition of nuclear weapons;0;0.3520244126090514;-0.3520244126090514;7;17
Were already bombing seven countries;1;1.0;0.0;1;4
Ohio Republicans made significant gains during Chris McNultys time at the ORP including the extremely successful re-election of President Bush in Ohio;0.75;0.43407501677039784;0.31592498322960216;9;21
Says the federal government tells health insurance companies how much money theyre allowed to keep of what they receive in revenues  15 percent;0.5;0.4154197533805354;0.08458024661946462;13;22
Says 67 percent of marriages now wind up in divorce;0;0.42453516847953543;-0.42453516847953543;4;9
Since 2001 higher education in the state has been cut or allowed to erode by 35 or 40 percent;0.75;0.5322005475638191;0.21779945243618093;12;18
Says Hillary Clinton helped get done the Childrens Health Insurance Program;0.75;0.3601844623817345;0.3898155376182655;9;10
Russ Feingold has not worked anywhere outside of politics;0;0.37068929158502306;-0.37068929158502306;3;8
Its taken more time to complete the Towpath Trail than it did to build the Ohio Erie Canal;1;0.4598248816651811;0.5401751183348189;8;17
As the number of vaccines administered to children has increased in the United States so has the autism rate;0;0.45238086218940954;-0.45238086218940954;11;18
Scott Walker has even removed the 250000 jobs promise from his website;0;0.1179701686558029;-0.1179701686558029;6;11
The Obama Administration wants to have soldiers and officers pledge a loyalty oath directly to the office of the President and no longer to the Constitution;0;0.26669974212210334;-0.26669974212210334;15;25
After Texas defunded Planned Parenthood both the unintended pregnancy and abortion rates dropped;0.25;0.5049301986140612;-0.2549301986140612;3;12
Only one out of five of the so-called Syrian refugees who went into Europe were actually Syrian;0.25;0.2584107228905318;-0.008410722890531797;10;16
Says Rep. Maxine Waters D-Calif. only needs about 40000 to 50000 votes to win election to Congress compared with the 120000 votes King needs because Waters has a higher immigrant population;0.5;0.39279084109882356;0.10720915890117644;9;30
The New York Times had to retract its story that Hillary Clintons email handling had broken certain laws;0;0.23470524735929266;-0.23470524735929266;7;17
Says Judge Gonzalo Curiel is a member of a club or society very strongly pro-Mexican;0.25;0.23650274252578873;0.013497257474211266;5;14
We expanded charter schools;0.5;1.0;-0.5;1;3
Very few men outlive their own fertility;0.5;1.0;-0.5;2;6
Our economy is so much stronger than when Barack Obama and Joe Biden took office. Nearly 15 million new private-sector jobs;0.5;0.4019507790432443;0.09804922095675572;16;20
